Cruise	Date (GMT)	Latitude Deg	Latitude Min	Latitude Decimal	Longitude Deg	Longitude Min	Longitude Decimal	Station
WS15103	4/13/2015	25	38.3900	25.6398	80	7.3200	-80.1220	1
WS15103	4/13/2015	25	38.6030	25.6434	80	5.9800	-80.0997	2
WS15103	4/13/2015	25	38.7170	25.6453	80	5.1200	-80.0853	3
WS15103	4/13/2015	25	38.7170	25.6453	80	5.1200	-80.0853	3
WS15103	4/13/2015	25	38.7170	25.6453	80	5.1200	-80.0853	3
WS15103	4/13/2015	25	20.0090	25.3335	80	13.4500	-80.2242	EK_IN
WS15103	4/13/2015	25	18.7710	25.3129	80	11.6580	-80.1943	EK_MID
WS15103	4/13/2015	25	6.5780	25.1096	80	22.6990	-80.3783	4
WS15103	4/13/2015	25	5.7440	25.0957	80	21.5920	-80.3599	5
WS15103	4/13/2015	25	4.7760	25.0796	80	20.0250	-80.3338	5.5
WS15103	4/13/2015	25	3.9380	25.0656	80	18.8780	-80.3146	6
WS15103	4/13/2015	25	2.8880	25.0481	80	17.1700	-80.2862	6.5
WS15103	4/13/2015	25	0.2990	25.0050	80	22.7320	-80.3789	MR
WS15103	4/13/2015	25	0.2990	25.0050	80	22.7320	-80.3789	MR
WS15103	4/13/2015	24	53.8925	24.8982	80	31.8208	-80.5303	UK_OFF
WS15103	4/13/2015	24	55.2380	24.9206	80	32.8360	-80.5473	UK_MID
WS15103	4/13/2015	24	56.4000	24.9400	80	34.2190	-80.5703	UK_IN
WS15103	4/13/2015	24	49.2370	24.8206	80	45.2280	-80.7538	7
WS15103	4/13/2015	24	47.4850	24.7914	80	44.4820	-80.7414	8
WS15103	4/13/2015	24	45.7430	24.7624	80	43.4490	-80.7242	9
WS15103	4/13/2015	24	45.7430	24.7624	80	43.4490	-80.7242	9
WS15103	4/13/2015	24	43.0280	24.7171	80	41.3220	-80.6887	9.5
WS15103	4/13/2015	24	43.0280	24.7171	80	41.3220	-80.6887	9.5
WS15103	4/13/2015	24	43.0280	24.7171	80	41.3220	-80.6887	9.5
WS15103	4/13/2015	24	43.0280	24.7171	80	41.3220	-80.6887	9.5
WS15103	4/13/2015	24	43.0280	24.7171	80	41.3220	-80.6887	9.5
WS15103	4/13/2015	24	46.9790	24.7830	80	51.8000	-80.8633	10
WS15103	4/13/2015	24	45.1990	24.7533	80	50.7560	-80.8459	11
WS15103	4/14/2015	24	42.6920	24.7115	80	49.8050	-80.8301	12
WS15103	4/14/2015	24	42.6920	24.7115	80	49.8050	-80.8301	12
WS15103	4/14/2015	24	42.0960	24.7016	81	1.8260	-81.0304	13
WS15103	4/14/2015	24	40.5170	24.6753	81	1.4110	-81.0235	14
WS15103	4/14/2015	24	38.6170	24.6436	81	0.9600	-81.0160	15
WS15103	4/14/2015	24	35.5090	24.5918	80	59.5140	-80.9919	15.5
WS15103	4/14/2015	24	40.5760	24.6763	81	12.3840	-81.2064	16
WS15103	4/14/2015	24	38.3150	24.6386	81	11.6600	-81.1943	17
WS15103	4/14/2015	24	35.5700	24.5928	81	25.2580	-81.4210	19
WS15103	4/14/2015	24	34.3870	24.5731	81	25.1240	-81.4187	20
WS15103	4/14/2015	24	32.2340	24.5372	81	25.1000	-81.4183	21/LK
WS15103	4/14/2015	24	32.2340	24.5372	81	25.1000	-81.4183	21/LK
WS15103	4/14/2015	24	28.9930	24.4832	81	23.4200	-81.3903	21.5
WS15103	4/14/2015	24	28.5520	24.4759	81	43.0000	-81.7167	WS
WS15103	4/14/2015	24	28.5520	24.4759	81	43.0000	-81.7167	WS
WS15103	4/14/2015	24	23.7940	24.3966	81	49.8080	-81.8301	22.5
WS15103	4/14/2015	24	27.3080	24.4551	81	49.7020	-81.8284	22
WS15103	4/14/2015	24	29.3250	24.4888	81	49.7140	-81.8286	23
WS15103	4/14/2015	24	31.9490	24.5325	81	48.7150	-81.8119	24
WS15103	4/14/2015	25	24.2490	25.4042	82	12.7020	-82.2117	30
WS15103	4/14/2015	25	24.2490	25.4042	82	12.7020	-82.2117	30
WS15103	4/14/2015	25	34.6690	25.5778	82	4.7060	-82.0784	30.5
WS15103	4/15/2015	25	44.6420	25.7440	81	56.7040	-81.9451	31
WS15103	4/15/2015	25	52.4040	25.8734	81	49.9870	-81.8331	32
WS15103	4/15/2015	25	54.8300	25.9138	81	48.0150	-81.8003	33
WS15103	4/15/2015	25	56.9800	25.9497	81	46.0150	-81.7669	34
WS15103	4/15/2015	25	39.3600	25.6560	81	43.2420	-81.7207	42
WS15103	4/15/2015	25	44.0520	25.7342	81	34.6180	-81.5770	41
WS15103	4/15/2015	25	45.4880	25.7581	81	31.3691	-81.5228	40
WS15103	4/15/2015	25	34.9820	25.5830	81	28.2620	-81.4710	45
WS15103	4/15/2015	25	35.0207	25.5837	81	24.2960	-81.4049	46
WS15103	4/15/2015	25	35.0290	25.5838	81	22.0690	-81.3678	47
WS15103	4/15/2015	25	35.0020	25.5834	81	19.7040	-81.3284	48
WS15103	4/15/2015	25	27.0830	25.4514	81	21.0280	-81.3505	50
WS15103	4/15/2015	25	27.2030	25.4534	81	18.3560	-81.3059	51
WS15103	4/15/2015	25	27.1970	25.4533	81	15.3850	-81.2564	52
WS15103	4/15/2015	25	27.2140	25.4536	81	13.4760	-81.2246	53
WS15103	4/15/2015	25	20.4970	25.3416	81	9.2620	-81.1544	54
WS15103	4/15/2015	25	21.0080	25.3501	81	11.6040	-81.1934	55
WS15103	4/15/2015	25	21.0580	25.3510	81	13.6990	-81.2283	56
WS15103	4/15/2015	25	21.0780	25.3513	81	15.9830	-81.2664	57
WS15103	4/15/2015	25	21.1130	25.3519	81	20.2420	-81.3374	57.1
WS15103	4/15/2015	25	21.0990	25.3517	81	29.5100	-81.4918	57.2
WS15103	4/15/2015	25	21.0790	25.3513	81	39.2030	-81.6534	57.3
WS15103	4/15/2015	25	10.0410	25.1674	81	39.3480	-81.6558	58
WS15103	4/15/2015	25	10.0410	25.1674	81	39.3480	-81.6558	58
WS15103	4/15/2015	25	10.1030	25.1684	81	29.6760	-81.4946	59
WS15103	4/15/2015	25	9.9880	25.1665	81	20.0010	-81.3334	60
WS15103	4/15/2015	25	9.9910	25.1665	81	16.4300	-81.2738	61
WS15103	4/15/2015	25	10.0250	25.1671	81	13.9370	-81.2323	62
WS15103	4/15/2015	25	9.9200	25.1653	81	11.8920	-81.1982	63
WS15103	4/15/2015	25	9.8960	25.1649	81	9.3990	-81.1567	64
WS15103	4/15/2015	25	6.0720	25.1012	81	5.5830	-81.0931	65
WS15103	4/16/2015	25	3.9690	25.0662	81	6.4580	-81.1076	66
WS15103	4/16/2015	25	1.7650	25.0294	81	7.6410	-81.1274	67
WS15103	4/16/2015	24	55.7560	24.9293	81	10.0980	-81.1683	68
WS15103	4/16/2015	24	55.7920	24.9299	81	5.6390	-81.0940	69
WS15103	4/16/2015	24	55.8210	24.9304	81	1.3500	-81.0225	70
WS15103	4/16/2015	25	20.9480	25.3491	81	39.1020	-81.6517	57.3b
WS15103	4/16/2015	25	20.9480	25.3491	81	39.1020	-81.6517	57.3b
WS15103	4/16/2015	25	21.0900	25.3515	81	29.3100	-81.4885	57.2b
WS15103	4/16/2015	25	21.1020	25.3517	81	20.1657	-81.3361	57.1b
WS15103	4/16/2015	25	21.1370	25.3523	81	15.8040	-81.2634	57b
WS15103	4/16/2015	25	21.0460	25.3508	81	13.5240	-81.2254	56b
WS15103	4/16/2015	25	21.0360	25.3506	81	11.4130	-81.1902	55b
WS15103	4/16/2015	25	20.6940	25.3449	81	9.1070	-81.1518	54b
WS15103	4/17/2015	25	17.6480	25.2941	80	9.8000	-80.1633	EK_OFF
WS15148	6/1/2015	25	38.6832	25.6447	80	7.4624	-80.1244	1
WS15148	6/1/2015	25	38.4998	25.6417	80	6.2293	-80.1038	2
WS15148	6/1/2015	25	38.6190	25.6437	80	4.8160	-80.0803	3
WS15148	6/1/2015	25	20.1182	25.3353	80	13.5200	-80.2253	EK_IN
WS15148	6/1/2015	25	18.7020	25.3117	80	11.4800	-80.1913	EK_MID
WS15148	6/1/2015	25	17.4230	25.2904	80	9.6890	-80.1615	EK OFF
WS15148	6/1/2015	25	6.4400	25.1073	80	22.8590	-80.3810	4
WS15148	6/1/2015	25	5.5860	25.0931	80	21.1470	-80.3525	5
WS15148	6/1/2015	25	4.8240	25.0804	80	19.8530	-80.3309	5.5
WS15148	6/1/2015	25	3.8710	25.0645	80	18.7610	-80.3127	6
WS15148	6/1/2015	25	2.8850	25.0481	80	17.2280	-80.2871	6.5
WS15148	6/1/2015	25	0.2780	25.0046	80	22.6930	-80.3782	MR
WS15148	6/1/2015	25	0.2780	25.0046	80	22.6930	-80.3782	MR
WS15148	6/1/2015	24	53.8866	24.8981	80	31.8672	-80.5311	UK_OFF
WS15148	6/1/2015	24	55.2513	24.9209	80	32.7891	-80.5465	UK_MID
WS15148	6/1/2015	24	56.1110	24.9352	80	33.9125	-80.5652	UK_IN
WS15148	6/1/2015	24	48.9540	24.8159	80	45.2930	-80.7549	7
WS15148	6/1/2015	24	47.4700	24.7912	80	44.4540	-80.7409	8
WS15148	6/2/2015	24	45.7110	24.7619	80	43.4410	-80.7240	9
WS15148	6/2/2015	24	45.7110	24.7619	80	43.4410	-80.7240	9
WS15148	6/2/2015	24	43.0205	24.7170	80	41.3379	-80.6890	9.5
WS15148	6/2/2015	24	43.0205	24.7170	80	41.3379	-80.6890	9.5
WS15148	6/2/2015	24	43.0205	24.7170	80	41.3379	-80.6890	9.5
WS15148	6/2/2015	24	42.7730	24.7129	80	49.9930	-80.8332	12
WS15148	6/2/2015	24	42.7730	24.7129	80	49.9930	-80.8332	12
WS15148	6/2/2015	24	45.2117	24.7535	80	50.7836	-80.8464	11
WS15148	6/2/2015	24	47.0861	24.7848	80	52.0332	-80.8672	10
WS15148	6/2/2015	24	42.0829	24.7014	81	1.7939	-81.0299	13
WS15148	6/2/2015	24	40.5016	24.6750	81	1.3899	-81.0232	14
WS15148	6/2/2015	24	38.5839	24.6431	81	1.0262	-81.0171	15
WS15148	6/2/2015	24	35.5180	24.5920	80	59.4800	-80.9913	15.5
WS15148	6/2/2015	24	35.8953	24.5983	81	11.0853	-81.1848	18
WS15148	6/2/2015	24	35.8953	24.5983	81	11.0853	-81.1848	18
WS15148	6/2/2015	24	38.4159	24.6403	81	11.7054	-81.1951	17
WS15148	6/2/2015	24	40.4480	24.6741	81	12.3600	-81.2060	16
WS15148	6/2/2015	24	36.5441	24.6091	81	25.1934	-81.4199	19
WS15148	6/2/2015	24	34.3763	24.5729	81	25.1028	-81.4184	20
WS15148	6/2/2015	24	32.1830	24.5364	81	24.9530	-81.4159	21/LK
WS15148	6/2/2015	24	32.1830	24.5364	81	24.9530	-81.4159	21/LK
WS15148	6/2/2015	24	28.9870	24.4831	81	23.4850	-81.3914	21.5
WS15148	6/2/2015	24	28.5980	24.4766	81	42.7620	-81.7127	WS
WS15148	6/2/2015	24	28.5980	24.4766	81	42.7620	-81.7127	WS
WS15148	6/2/2015	24	23.7860	24.3964	81	49.7420	-81.8290	22.5
WS15148	6/2/2015	24	27.4288	24.4571	81	49.7090	-81.8285	22
WS15148	6/2/2015	24	29.2450	24.4874	81	49.4710	-81.8245	23
WS15148	6/2/2015	24	32.2180	24.5370	81	49.7340	-81.8289	24
WS15148	6/2/2015	25	24.3395	25.4057	82	12.6777	-82.2113	30
WS15148	6/2/2015	25	24.3395	25.4057	82	12.6777	-82.2113	30
WS15148	6/3/2015	25	34.3255	25.5721	82	4.3866	-82.0731	30.5
WS15148	6/3/2015	25	44.5113	25.7419	81	56.5024	-81.9417	31
WS15148	6/3/2015	25	44.5113	25.7419	81	56.5024	-81.9417	31
WS15148	6/3/2015	25	52.3745	25.8729	81	50.0073	-81.8335	32
WS15148	6/3/2015	25	54.7195	25.9120	81	47.9623	-81.7994	33
WS15148	6/3/2015	25	56.9863	25.9498	81	46.0236	-81.7671	34
WS15148	6/3/2015	25	39.3304	25.6555	81	43.1381	-81.7190	42
WS15148	6/3/2015	25	44.0500	25.7342	81	34.5030	-81.5751	41
WS15148	6/3/2015	25	45.4679	25.7578	81	31.3952	-81.5233	40
WS15148	6/3/2015	25	46.8230	25.7804	81	29.1606	-81.4860	39
WS15148	6/3/2015	25	34.8950	25.5816	81	28.3140	-81.4719	45
WS15148	6/3/2015	25	34.9990	25.5833	81	24.4760	-81.4079	46
WS15148	6/3/2015	25	34.9860	25.5831	81	21.9350	-81.3656	47
WS15148	6/3/2015	25	35.0180	25.5836	81	19.7270	-81.3288	48
WS15148	6/3/2015	25	34.9070	25.5818	81	17.8040	-81.2967	49
WS15148	6/3/2015	25	27.1329	25.4522	81	21.0010	-81.3500	50
WS15148	6/3/2015	25	27.1630	25.4527	81	18.5120	-81.3085	51
WS15148	6/3/2015	25	27.2240	25.4537	81	15.5610	-81.2594	52
WS15148	6/3/2015	25	27.2280	25.4538	81	13.7270	-81.2288	53
WS15148	6/3/2015	25	20.4850	25.3414	81	9.3540	-81.1559	54
WS15148	6/3/2015	25	21.0837	25.3514	81	11.6934	-81.1949	55
WS15148	6/3/2015	25	21.0040	25.3501	81	13.7430	-81.2291	56
WS15148	6/3/2015	25	21.1014	25.3517	81	15.8860	-81.2648	57
WS15148	6/3/2015	25	21.1290	25.3522	81	20.4332	-81.3406	57.1
WS15148	6/3/2015	25	21.0110	25.3502	81	29.4450	-81.4908	57.2
WS15148	6/3/2015	25	21.1083	25.3518	81	39.3228	-81.6554	57.3
WS15148	6/3/2015	25	9.9119	25.1652	81	39.2395	-81.6540	58
WS15148	6/3/2015	25	10.0168	25.1669	81	29.2897	-81.4882	59
WS15148	6/4/2015	25	9.9990	25.1667	81	20.0422	-81.3340	60
WS15148	6/4/2015	25	10.0439	25.1674	81	16.4546	-81.2742	61
WS15148	6/4/2015	25	10.0128	25.1669	81	14.1309	-81.2355	62
WS15148	6/4/2015	24	55.7989	24.9300	81	9.9184	-81.1653	68
WS15148	6/4/2015	24	55.7964	24.9299	81	5.6919	-81.0949	69
WS15148	6/4/2015	24	55.8342	24.9306	81	1.5560	-81.0259	70
WS15148	6/4/2015	25	1.8690	25.0312	81	7.6467	-81.1274	67
WS15148	6/4/2015	25	4.1032	25.0684	81	6.4891	-81.1082	66
WS15148	6/4/2015	25	6.0891	25.1015	81	5.5531	-81.0926	65
WS15148	6/4/2015	25	10.0068	25.1668	81	9.3807	-81.1563	64
WS15148	6/4/2015	25	10.0400	25.1673	81	12.0708	-81.2012	63
WS15148	6/4/2015	25	20.6180	25.3436	81	9.1450	-81.1524	54b
WS15148	6/4/2015	25	21.0650	25.3511	81	21.0688	-81.3511	55b
WS15148	6/4/2015	25	21.0578	25.3510	81	13.5827	-81.2264	56b
WS15148	6/4/2015	25	21.1189	25.3520	81	15.9637	-81.2661	57b
WS15148	6/4/2015	25	21.0923	25.3515	81	20.1991	-81.3367	57.1b
WS15148	6/4/2015	25	21.1100	25.3518	81	29.4280	-81.4905	57.2b
WS15208	7/27/2015	25	38.6902	25.6448	80	7.4801	-80.1247	1
WS15208	7/27/2015	25	38.4404	25.6407	80	6.2400	-80.1040	2
WS15208	7/27/2015	25	38.7000	25.6450	80	4.8300	-80.0805	3
WS15208	7/27/2015	25	20.1102	25.3352	80	13.3440	-80.2224	EK_IN
WS15208	7/27/2015	25	18.8690	25.3145	80	11.6260	-80.1938	EK_MID
WS15208	7/27/2015	25	17.6830	25.2947	80	9.7860	-80.1631	EK OFF
WS15208	7/27/2015	25	6.4570	25.1076	80	22.8207	-80.3803	4
WS15208	7/27/2015	25	5.7449	25.0957	80	21.1540	-80.3526	5
WS15208	7/27/2015	25	4.7750	25.0796	80	19.9380	-80.3323	5.5
WS15208	7/27/2015	25	3.8570	25.0643	80	18.9170	-80.3153	6
WS15208	7/27/2015	25	3.8570	25.0643	80	18.9170	-80.3153	6
WS15208	7/27/2015	25	2.9030	25.0484	80	17.1870	-80.2865	6.5
WS15208	7/27/2015	25	2.9030	25.0484	80	17.1870	-80.2865	6.5
WS15208	7/27/2015	25	0.3823	25.0064	80	22.7813	-80.3797	MR
WS15208	7/27/2015	25	0.3823	25.0064	80	22.7813	-80.3797	MR
WS15208	7/27/2015	24	53.8927	24.8982	80	31.8119	-80.5302	UK_OFF
WS15208	7/27/2015	24	55.2410	24.9207	80	30.7572	-80.5126	UK_MID
WS15208	7/27/2015	24	56.1221	24.9354	80	33.8530	-80.5642	UK_IN
WS15208	7/28/2015	24	48.9480	24.8158	80	45.2112	-80.7535	7
WS15208	7/28/2015	24	47.5213	24.7920	80	44.4895	-80.7415	8
WS15208	7/28/2015	24	45.6737	24.7612	80	43.3226	-80.7220	9
WS15208	7/28/2015	24	45.6737	24.7612	80	43.3226	-80.7220	9
WS15208	7/28/2015	24	45.6737	24.7612	80	43.3226	-80.7220	9
WS15208	7/28/2015	24	45.6737	24.7612	80	43.3226	-80.7220	9
WS15208	7/28/2015	24	42.9097	24.7152	80	41.3259	-80.6888	9.5
WS15208	7/28/2015	24	42.9097	24.7152	80	41.3259	-80.6888	9.5
WS15208	7/28/2015	24	42.9097	24.7152	80	41.3259	-80.6888	9.5
WS15208	7/28/2015	24	42.9097	24.7152	80	41.3259	-80.6888	9.5
WS15208	7/28/2015	24	42.9097	24.7152	80	41.3259	-80.6888	9.5
WS15208	7/28/2015	24	39.8069	24.6634	80	39.4532	-80.6576	9.6
WS15208	7/28/2015	24	39.8069	24.6634	80	39.4532	-80.6576	9.6
WS15208	7/28/2015	24	39.8069	24.6634	80	39.4532	-80.6576	9.6
WS15208	7/28/2015	24	39.8069	24.6634	80	39.4532	-80.6576	9.6
WS15208	7/28/2015	24	39.8069	24.6634	80	39.4532	-80.6576	9.6
WS15208	7/28/2015	24	34.9780	24.5830	80	36.6209	-80.6103	9.7
WS15208	7/28/2015	24	34.9780	24.5830	80	36.6209	-80.6103	9.7
WS15208	7/28/2015	24	34.9780	24.5830	80	36.6209	-80.6103	9.7
WS15208	7/28/2015	24	34.9780	24.5830	80	36.6209	-80.6103	9.7
WS15208	7/28/2015	24	34.9780	24.5830	80	36.6209	-80.6103	9.7
WS15208	7/28/2015	24	27.9901	24.4665	80	31.5578	-80.5260	9.8
WS15208	7/28/2015	24	27.9901	24.4665	80	31.5578	-80.5260	9.8
WS15208	7/28/2015	24	27.9901	24.4665	80	31.5578	-80.5260	9.8
WS15208	7/28/2015	24	27.9901	24.4665	80	31.5578	-80.5260	9.8
WS15208	7/28/2015	24	42.9304	24.7155	80	50.0046	-80.8334	12
WS15208	7/28/2015	24	42.9304	24.7155	80	50.0046	-80.8334	12
WS15208	7/28/2015	24	42.9304	24.7155	80	50.0046	-80.8334	12
WS15208	7/28/2015	24	45.2117	24.7535	80	50.7936	-80.8466	11
WS15208	7/28/2015	24	47.3210	24.7887	80	51.7110	-80.8619	10
WS15208	7/28/2015	24	42.1001	24.7017	81	1.7020	-81.0284	13
WS15208	7/28/2015	24	40.5200	24.6753	81	1.4150	-81.0236	14
WS15208	7/28/2015	24	38.5120	24.6419	81	1.0020	-81.0167	15
WS15208	7/28/2015	24	38.5120	24.6419	81	1.0020	-81.0167	15
WS15208	7/28/2015	24	35.5660	24.5928	80	59.4200	-80.9903	15.5
WS15208	7/28/2015	24	35.5660	24.5928	80	59.4200	-80.9903	15.5
WS15208	7/28/2015	24	35.5660	24.5928	80	59.4200	-80.9903	15.5
WS15208	7/28/2015	24	40.1330	24.6689	81	12.1040	-81.2017	16
WS15208	7/28/2015	24	37.9701	24.6328	81	11.5620	-81.1927	17
WS15208	7/28/2015	24	35.7620	24.5960	81	11.0660	-81.1844	18
WS15208	7/28/2015	24	35.7620	24.5960	81	11.0660	-81.1844	18
WS15208	7/28/2015	24	36.3790	24.6063	81	25.3195	-81.4220	19
WS15208	7/28/2015	24	34.5230	24.5754	81	25.1180	-81.4186	20
WS15208	7/28/2015	24	32.3100	24.5385	81	24.7630	-81.4127	21/LK
WS15208	7/28/2015	24	32.3100	24.5385	81	24.7630	-81.4127	21/LK
WS15208	7/28/2015	24	29.0560	24.4843	81	23.2100	-81.3868	21.5
WS15208	7/28/2015	24	29.0560	24.4843	81	23.2100	-81.3868	21.5
WS15208	7/28/2015	24	29.0560	24.4843	81	23.2100	-81.3868	21.5
WS15208	7/28/2015	24	29.0560	24.4843	81	23.2100	-81.3868	21.5
WS15208	7/28/2015	24	28.4854	24.4748	81	42.5370	-81.7090	WS
WS15208	7/28/2015	24	28.4854	24.4748	81	42.5370	-81.7090	WS
WS15208	7/28/2015	24	27.3415	24.4557	81	49.7497	-81.8292	22
WS15208	7/29/2015	24	27.3415	24.4557	81	49.7497	-81.8292	22
WS15208	7/29/2015	24	29.2556	24.4876	81	49.7222	-81.8287	23
WS15208	7/29/2015	24	32.2834	24.5381	81	49.6622	-81.8277	24
WS15208	7/29/2015	25	24.3130	25.4052	82	12.3860	-82.2064	30
WS15208	7/29/2015	25	24.3130	25.4052	82	12.3860	-82.2064	30
WS15208	7/29/2015	25	34.1455	25.5691	82	4.6062	-82.0768	30.5
WS15208	7/29/2015	25	44.7320	25.7455	81	56.3304	-81.9388	31
WS15208	7/29/2015	25	52.4847	25.8747	81	49.8900	-81.8315	32
WS15208	7/29/2015	25	54.7500	25.9125	81	47.7660	-81.7961	33
WS15208	7/29/2015	25	54.7500	25.9125	81	47.7660	-81.7961	33
WS15208	7/29/2015	25	57.0180	25.9503	81	46.0570	-81.7676	34
WS15208	7/29/2015	25	20.3288	25.3388	81	9.5803	-81.1597	54
WS15208	7/29/2015	25	21.0152	25.3503	81	11.6783	-81.1946	55
WS15208	7/29/2015	25	21.0000	25.3500	81	13.7393	-81.2290	56
WS15208	7/29/2015	25	21.0894	25.3515	81	16.0206	-81.2670	57
WS15208	7/29/2015	25	21.1136	25.3519	81	20.2583	-81.3376	57.1
WS15208	7/30/2015	25	21.1097	25.3518	81	29.4769	-81.4913	57.2
WS15208	7/30/2015	25	21.1097	25.3518	81	29.4769	-81.4913	57.2
WS15208	7/30/2015	25	21.0988	25.3516	81	39.2402	-81.6540	57.3
WS15208	7/30/2015	25	21.0988	25.3516	81	39.2402	-81.6540	57.3
WS15208	7/30/2015	25	39.2927	25.6549	81	39.2927	-81.6549	42
WS15208	7/30/2015	25	44.0681	25.7345	81	34.4822	-81.5747	41
WS15208	7/30/2015	25	45.4861	25.7581	81	31.3805	-81.5230	40
WS15208	7/30/2015	25	47.0167	25.7836	81	28.9190	-81.4820	39
WS15208	7/30/2015	25	34.9836	25.5831	81	28.1909	-81.4698	45
WS15208	7/30/2015	25	35.0209	25.5837	81	24.4586	-81.4076	46
WS15208	7/30/2015	25	35.0153	25.5836	81	21.9377	-81.3656	47
WS15208	7/30/2015	25	35.0118	25.5835	81	19.7722	-81.3295	48
WS15208	7/30/2015	25	34.9960	25.5833	81	17.4470	-81.2908	49
WS15208	7/30/2015	25	27.0829	25.4514	81	20.9186	-81.3486	50
WS15208	7/30/2015	25	27.2103	25.4535	81	18.3060	-81.3051	51
WS15208	7/30/2015	25	27.2023	25.4534	81	15.5714	-81.2595	52
WS15208	7/30/2015	25	27.2029	25.4534	81	13.4949	-81.2249	53
WS15208	7/30/2015	25	20.3880	25.3398	81	9.4970	-81.1583	54b
WS15208	7/30/2015	25	21.0207	25.3503	81	11.6063	-81.1934	55b
WS15208	7/30/2015	25	20.9810	25.3497	81	13.6450	-81.2274	56b
WS15208	7/30/2015	25	21.1140	25.3519	81	15.9060	-81.2651	57b
WS15208	7/30/2015	25	21.1137	25.3519	81	20.1939	-81.3366	57.1b
WS15208	7/30/2015	25	21.1587	25.3526	81	29.4271	-81.4905	57.2b
WS15208	7/30/2015	25	21.1587	25.3526	81	29.4271	-81.4905	57.2b
WS15208	7/30/2015	25	21.0890	25.3515	81	39.3060	-81.6551	57.3b
WS15208	7/30/2015	25	21.0890	25.3515	81	39.3060	-81.6551	57.3b
WS15208	7/30/2015	25	9.9939	25.1666	81	39.2765	-81.6546	58
WS15208	7/30/2015	25	9.9939	25.1666	81	39.2765	-81.6546	58
WS15208	7/30/2015	25	10.0424	25.1674	81	29.3569	-81.4893	59
WS15208	7/30/2015	25	10.0424	25.1674	81	29.3569	-81.4893	59
WS15208	7/31/2015	25	10.0085	25.1668	81	20.0811	-81.3347	60
WS15208	7/31/2015	25	10.0085	25.1668	81	20.0811	-81.3347	60
WS15208	7/31/2015	25	10.0436	25.1674	81	16.4059	-81.2734	61
WS15208	7/31/2015	25	9.9981	25.1666	81	14.0712	-81.2345	62
WS15208	7/31/2015	25	10.0428	25.1674	81	11.8807	-81.1980	63
WS15208	7/31/2015	25	9.9444	25.1657	81	9.4306	-81.1572	64
WS15208	7/31/2015	25	6.0645	25.1011	81	5.5520	-81.0925	65
WS15208	7/31/2015	25	4.0941	25.0682	81	6.5152	-81.1086	66
WS15208	7/31/2015	25	1.8223	25.0304	81	7.6080	-81.1268	67
WS15208	7/31/2015	24	55.7473	24.9291	81	1.5630	-81.0261	70
WS15208	7/31/2015	24	55.8230	24.9304	81	5.6817	-81.0947	69
WS15208	7/31/2015	24	55.7830	24.9297	81	10.1470	-81.1691	68
WS15264	9/21/2015	25	38.6721	25.6445	80	7.6279	-80.1271	1
WS15264	9/21/2015	25	38.5213	25.6420	80	6.1739	-80.1029	2
WS15264	9/21/2015	25	38.7228	25.6454	80	4.7806	-80.0797	3
WS15264	9/21/2015	25	20.0418	25.3340	80	13.4129	-80.2235	EK_IN
WS15264	9/21/2015	25	18.8321	25.3139	80	11.5966	-80.1933	EK_MID
WS15264	9/21/2015	25	17.6470	25.2941	80	9.6994	-80.1617	EK_OFF
WS15264	9/21/2015	25	6.4949	25.1082	80	22.8150	-80.3803	4
WS15264	9/21/2015	25	5.6072	25.0935	80	21.2408	-80.3540	5
WS15264	9/21/2015	25	4.7711	25.0795	80	20.0589	-80.3343	5.5
WS15264	9/21/2015	25	3.8570	25.0643	80	18.9170	-80.3153	6
WS15264	9/21/2015	25	2.9176	25.0486	80	17.1353	-80.2856	6.5
WS15264	9/21/2015	25	0.0332	25.0006	80	22.9086	-80.3818	MR
WS15264	9/21/2015	25	0.0332	25.0006	80	22.9086	-80.3818	MR
WS15264	9/21/2015	24	53.8922	24.8982	80	31.8560	-80.5309	UK_OFF
WS15264	9/21/2015	24	55.2562	24.9209	80	32.7807	-80.5463	UK_MID
WS15264	9/21/2015	24	56.3008	24.9383	80	34.1774	-80.5696	UK_IN
WS15264	9/22/2015	24	49.1165	24.8186	80	45.1849	-80.7531	7
WS15264	9/22/2015	24	47.4203	24.7903	80	44.4531	-80.7409	8
WS15264	9/22/2015	24	45.6234	24.7604	80	43.0305	-80.7172	9
WS15264	9/22/2015	24	45.6234	24.7604	80	43.0305	-80.7172	9
WS15264	9/22/2015	24	42.8669	24.7144	80	41.2367	-80.6873	9.5
WS15264	9/22/2015	24	42.8669	24.7144	80	41.2367	-80.6873	9.5
WS15264	9/22/2015	24	42.8669	24.7144	80	41.2367	-80.6873	9.5
WS15264	9/22/2015	24	42.8669	24.7144	80	41.2367	-80.6873	9.5
WS15264	9/22/2015	24	42.7842	24.7131	80	49.9543	-80.8326	12
WS15264	9/22/2015	24	43.7842	24.7297	80	49.9543	-80.8326	12
WS15264	9/22/2015	24	44.7842	24.7464	80	49.9543	-80.8326	12
WS15264	9/22/2015	24	45.1700	24.7528	80	50.7935	-80.8466	11
WS15264	9/22/2015	24	47.2988	24.7883	80	51.6519	-80.8609	10
WS15264	9/22/2015	24	42.1180	24.7020	81	1.8242	-81.0304	13
WS15264	9/22/2015	24	40.5526	24.6759	81	1.3899	-81.0232	14
WS15264	9/22/2015	24	38.6169	24.6436	81	0.0796	-81.0013	15
WS15264	9/22/2015	24	35.5453	24.5924	80	59.4802	-80.9913	15.5
